Source,Title,Inventors,Applicants,Abstract,Patent Image URL
Espace Net,Benzoheterocyclic compound as well as preparation method and application thereof,ZHONGYI HAIDE ARTIFICIAL INTELLIGENCE MEDICINE RES AND DEVELOPMENT CO LTD,ZHONGYI HAIDE ARTIFICIAL INTELLIGENCE MEDICINE RES AND DEVELOPMENT CO LTD,"The invention provides a benzoheterocycle compound, a pharmaceutical composition, a preparation method and application thereof, and application of the benzoheterocycle compound in treatment of hepatitis B or tumors. The invention also provides application of the compound shown in the general formula I or the pharmaceutically acceptable salt, solvate, hydrate, crystal form and stereoisomer thereof in preparation of medicines for treating or preventing hepatitis B. The invention also provides application of the compound shown in the general formula I or the pharmaceutically acceptable salt, solvate, hydrate, crystal form and stereoisomer thereof in preparation of medicines for treating or preventing hepatitis B. The invention also provides a pharmaceutical composition for treating hepatitis B or tumors, which comprises the compound as shown in the general formula I or pharmaceutically acceptable salts, solvates, hydrates, crystal forms and stereoisomers thereof, and optionally one or more additional therapeutic agents and/or prophylactic agents, and optionally one or more pharmaceutically acceptable carriers. # imgabs0 #",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117126163A&KC=A&FT=D&ND=3&date=20231128&DB=&locale=fr_EP
Espace Net,Medical resource docking method and system based on artificial intelligence,BEIJING KEWENSI DATA MAN CO LTD,BEIJING KEWENSI DATA MAN CO LTD,"According to the medical resource docking method and system based on artificial intelligence provided by the embodiment of the invention, firstly, the semantic set of the medical record text is obtained by performing semantic mining processing on the electronic medical record text data, so that the meaning and content of the medical record text data can be understood more deeply, and the patient demand tag can be identified more accurately; secondly, according to the patient demand label, the matched medical resource label is searched in the preset resource mapping relation table, and the target medical resource text data is extracted from the medical resource information base, so that more accurate matching can be realized, the pushed resource is highly matched with the patient demand, and the user experience is improved. Requirements of patient resources and medical resources (including but not limited to medicine research and development companies, hospitals and the like) are matched; and then, medical record text data and patient demands can be more accurately understood, so that personalized resource docking push messages can be generated according to specific contents in the data.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117112729A&KC=A&FT=D&ND=3&date=20231124&DB=&locale=fr_EP
Espace Net,"Intelligent medicine purchasing method, device and equipment for old people and medium",KANGJIAN INFORMATION TECH SHENZHEN CO LTD,KANGJIAN INFORMATION TECH SHENZHEN CO LTD,"The invention relates to the field of artificial intelligence, is suitable for the field of medical health, and discloses an intelligent medicine purchasing method and device for old people, electronic equipment and a storage medium, which can be used for carrying out online triage on patients and relieving the pressure of medical workers, and the method comprises the following steps: monitoring the number of medicines of the patients in real time according to the medicine data of the patients; when the number of the medicines is smaller than a preset value, reminding the patient of medicine purchase; when a medicine purchasing instruction input by the patient account is received, connecting the patient account with a doctor account in the historical inquiry data, and constructing a data transmission channel; the historical inquiry data and the medicine data are transmitted to a doctor account, medicine resources are allocated for a patient, and data of medicines to be purchased are generated; and when a payment instruction input by the patient account is received, generating an optimal route map between a drugstore where the to-be-purchased medicine data is located and the patient, and prompting the patient to take the medicine in time according to the optimal route map. According to the invention, the convenience and efficiency of the elderly to purchase medicines can be improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117116414A&KC=A&FT=D&ND=3&date=20231124&DB=&locale=fr_EP
Espace Net,Intelligent medical health consultation system,UNIV CHONGQING; CHONGQING YIDIANKANG TECH CO LTD,UNIV CHONGQING; CHONGQING YIDIANKANG TECH CO LTD,"The invention discloses an intelligent medical health consultation system which comprises an intelligent terminal, a cloud server side and a multi-parameter health detection terminal. The intelligent terminal comprises a client side and a consultant side; the cloud server side comprises a central server and a server cluster; the client receives the intelligent consultation report transmitted by the central server; the consultant end carries out health guidance service; the server cluster comprises but is not limited to a tongue diagnosis algorithm server, a face diagnosis algorithm server, an eye diagnosis algorithm server and a traditional Chinese medicine constitution identification algorithm server; the server cluster carries out analysis processing according to the body image of the user and then transmits a result to the central server; the central server comprises an intelligent consultation module; and the intelligent consultation module is used for processing and analyzing result data transmitted by the client, the server cluster and the multi-parameter health detection terminal, and obtaining a consultation scoring result through calculation. According to the invention, multiple artificial intelligence diagnosis algorithms are provided to realize intelligent medical health consultation, and the user can conveniently carry out personalized active health management anytime and anywhere.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117095835A&KC=A&FT=D&ND=3&date=20231121&DB=&locale=fr_EP
Espace Net,"Semi-supervised medical image segmentation method, system, equipment and medium",UNIV SICHUAN,UNIV SICHUAN,"The invention discloses a semi-supervised medical image segmentation method, system, device and medium, relates to the field of artificial intelligence medicine, and aims to solve the technical problem of negative optimization caused by wrong knowledge accumulation in a student-teacher model in the prior art, and the method comprises the steps of obtaining sample data, building and training a segmentation model, and carrying out real-time segmentation. The segmentation model comprises a teacher network, two student networks and an uncertainty feature extractor; inputting a medical image sample without a label into a teacher network, inputting a sample with a label into a student network, taking the output of the teacher network as the input of an uncertainty feature extractor, and carrying out confidence coefficient screening output by a teacher model in the uncertainty feature extractor by using an uncertainty evaluation method; and guiding the uncertainty constraint between the teacher network and the student network according to the obtained uncertainty feature map, verifying the consistency through the cross constraint existing between the double student networks, and finally obtaining a mature student network.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117095014A&KC=A&FT=D&ND=3&date=20231121&DB=&locale=fr_EP
Espace Net,Costicartilage cutting and carving system and method based on artificial intelligence and application method,SHANGHAI 9TH PEOPLES HOSPITAL SHANGHAI JIAOTONG UNIV SCHOOL MEDICINE,SHANGHAI 9TH PEOPLES HOSPITAL SHANGHAI JIAOTONG UNIV SCHOOL MEDICINE,"The invention provides a costal cartilage cutting and carving system and method based on artificial intelligence and an application method.The system comprises a training unit used for training a preset deep learning model till the deep learning model can recognize a costal cartilage distribution area in a costal cartilage image map; the acquisition unit is used for acquiring a costal cartilage image map of the object to be cut and acquiring a costal cartilage distribution area through a deep learning model; the planning unit is used for generating a corresponding costal cartilage cutting and carving scheme according to the distribution area of the costal cartilage and the required reconstruction data of the costal cartilage; and the execution unit is used for cutting the costal cartilage area based on the costal cartilage cutting and carving scheme so as to obtain the required costal cartilage material. Artificial intelligence deep learning is used for identification and segmentation through related data of the costal cartilage in iconography, the method helps to judge the length, width, height, size, calcification, void and other characteristics of the costal cartilage before clinical treatment, and a cuttable scheme and a model are preset.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117064549A&KC=A&FT=D&ND=3&date=20231117&DB=&locale=fr_EP
Espace Net,Polysubstituted pyridine compound as well as preparation method and application thereof,ZHONGYI HAIDE ARTIFICIAL INTELLIGENCE MEDICINE RES AND DEVELOPMENT CO LTD,ZHONGYI HAIDE ARTIFICIAL INTELLIGENCE MEDICINE RES AND DEVELOPMENT CO LTD,"The invention provides a polysubstituted pyridine compound, a pharmaceutical composition, a preparation method and application thereof, and application of the polysubstituted pyridine compound in treatment of hepatitis B or tumors. The invention further provides application of the compound shown in the general formula I or the pharmaceutically acceptable salt, hydrate, solvate, isomer or any crystal form or racemate thereof in preparation of drugs for treating or preventing hepatitis B. The invention further provides application of the compound shown in the general formula I or the pharmaceutically acceptable salt, hydrate, solvate, isomer or any crystal form or racemate thereof in preparation of drugs for treating or preventing hepatitis B. The invention also provides a pharmaceutical composition for treating hepatitis B or tumors, which comprises the compound as shown in the general formula I or pharmaceutically acceptable salts, hydrates, solvates, isomers or any crystal form or racemate thereof, and optionally one or more additional therapeutic agents and/or prophylactic agents, and optionally one or more pharmaceutically acceptable carriers. # imgabs0 #",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117069715A&KC=A&FT=D&ND=3&date=20231117&DB=&locale=fr_EP
Espace Net,Method for constructing early pregnancy loss pathological image recognition model based on artificial intelligence,THE FIRST AFFILIATED HOSPITAL COLLEGE OF MEDICINE ZHEJIANG UNIV; UNIV ZHEJIANG,THE FIRST AFFILIATED HOSPITAL COLLEGE OF MEDICINE ZHEJIANG UNIV; UNIV ZHEJIANG,"The invention provides a construction method of an early pregnancy loss pathological image recognition model based on artificial intelligence, and the method comprises the steps: collecting and obtaining an early pregnancy loss pathological section set; respectively carrying out HE staining, P57 immunohistochemical staining and Ki-67 immunohistochemical staining, and then scanning to obtain an HE pathological section image set, a P57 pathological section image set and a Ki-67 pathological section image set; and constructing an HE/P57/Ki-67 image recognition model, and training the HE/P57/Ki-67 image recognition model by using the HE/P57/Ki-67 pathological section image set to obtain a trained HE/P57/Ki-67 image recognition model. According to the method, the recognition accuracy and efficiency of the early pregnancy loss pathological section image can be improved, and effective guidance can be provided for diagnosis and treatment of early pregnancy loss patients.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117058481A&KC=A&FT=D&ND=3&date=20231114&DB=&locale=fr_EP
Espace Net,Patient vital sign monitoring method and system based on artificial intelligence,CHONGQING TRADITIONAL CHINESE MEDICINE HOSPITAL,CHONGQING TRADITIONAL CHINESE MEDICINE HOSPITAL,"According to the patient vital sign monitoring method and system based on artificial intelligence, on the basis of the patient vital sign monitoring data to be analyzed, the to-be-determined data core is subjected to de-optimization processing, and the optimized data core corresponding to the to-be-determined data core and the compressed vital sign data set corresponding to the optimized data core are obtained. The relevance between the data analysis result and the vital sign data can be comprehensively considered. According to the data analysis method provided by the invention, through de-optimization processing and comprehensive consideration of the relevance between the data analysis result and the vital sign data, the positioning accuracy index of the constraint range in which the important indication is located is highly paid attention to; therefore, the debugging window which can more accurately indicate the important indication of the vital sign monitoring data of the patient to be analyzed is obtained, the accuracy of data analysis is effectively improved, and the accuracy and reliability of the vital sign monitoring result of the patient can be guaranteed.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117059276A&KC=A&FT=D&ND=3&date=20231114&DB=&locale=fr_EP
Espace Net,Patient health management system and method based on artificial intelligence,BEIJING LEHE CENTURY TECH CO LTD,BEIJING LEHE CENTURY TECH CO LTD,"The invention relates to the technical field of health management, in particular to a patient health management system and method based on artificial intelligence, and the system comprises a doctor terminal, a user terminal and a medical information database, the user terminal and the doctor terminal are connected with the medical information database, and the user terminal comprises a system access unit, an intelligent processing unit and a patient care unit. The intelligent processing unit comprises an artificial intelligence board card and a data exchange module, and the data exchange module is used for data exchange and data encryption among different mechanisms; a doctor obtains case information of a patient, formulates a corresponding treatment scheme, sends the treatment scheme to a user side, and automatically matches a supplier according to medicine information and medical equipment information. Data connection inside and outside a hospital is established, health management is carried out on a patient through a doctor, and a formulated treatment scheme can be directly sent to the patient; the community medical institution tracks and assists the patient in health management, so that the utilization efficiency of medical resources is improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117037991A&KC=A&FT=D&ND=3&date=20231110&DB=&locale=fr_EP
Espace Net,Circulating tumor cell separation and recognition system based on artificial intelligence,DONGGUAN DONGNANBU CENTRAL HOSPITAL DONGGUAN DONGNANBU TRADITIONAL CHINESE MEDICINE MEDICAL SERVICE,DONGGUAN DONGNANBU CENTRAL HOSPITAL DONGGUAN DONGNANBU TRADITIONAL CHINESE MEDICINE MEDICAL SERVICE,"The invention provides a circulating tumor cell separation recognition system based on artificial intelligence, and relates to the technical field of tumor cells. The circulating tumor cell separation recognition system based on artificial intelligence comprises an intelligent recognition system, and the intelligent recognition system comprises a CTC-Tracer unsupervised deep transfer learning model and a solid-state light source system; a data balance is connected between the CTC-Tracer unsupervised deep transfer learning model and the solid-state light source system, and the data balance is connected with a result output. The invention provides a circulating tumor cell separation recognition system based on artificial intelligence, and the system can automatically recognize circulating tumor cells, accurately recognize CTCs and track lesion sources of the CTCs, can also detect expression changes of the CTCs relative to lesion cells, and is high in most precision and automation.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117030698A&KC=A&FT=D&ND=3&date=20231110&DB=&locale=fr_EP
Espace Net,Novel antimicrobial peptide Perceptide-TJ-2 and application thereof in preparation of broad-spectrum antiviral drugs,CHINESE PEOPLE'S LIBERATION ARMY AIR FORCE MILITARY MEDICAL UNIV,CHINESE PEOPLE'S LIBERATION ARMY AIR FORCE MILITARY MEDICAL UNIV,"The invention relates to the technical field of medicine preparation, and particularly discloses a novel antimicrobial peptide Perceptide-TJ-2 and application of the novel antimicrobial peptide Perceptide-TJ-2 in preparation of a broad-spectrum antiviral medicine. The novel antimicrobial peptide Perceptide-TJ-2 provided by the invention is newly designed, constructed and synthesized based on an artificial intelligence method, has broad-spectrum anti-virus infection activity, efficiently inhibits infectious pathogens of Hantaan virus, chikungunya virus, 1-type herpes simplex virus and 2-type dengue virus, effectively reduces the virus load, and has a good application prospect. A basis and a foundation are provided for developing a new generation of broad-spectrum antiviral drugs, and a brand new technical means is provided for guaranteeing human health.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117024530A&KC=A&FT=D&ND=3&date=20231110&DB=&locale=fr_EP
Espace Net,Mammary gland ultrasonic diagnosis equipment convenient to nurse based on artificial intelligence,QINHUANGDAO INTEGRATED TRADITIONAL CHINESE AND WESTERN MEDICINE HOSPITAL OF HEBEI PORT GROUP CO LTD,QINHUANGDAO INTEGRATED TRADITIONAL CHINESE AND WESTERN MEDICINE HOSPITAL OF HEBEI PORT GROUP CO LTD,"The invention belongs to the technical field of medical instruments, particularly relates to an artificial intelligence-based breast ultrasonic diagnosis device convenient for nursing, and aims to solve the problems that the existing manual hand examination is easy to cause mistakes, omissions and errors, the function is single, and the breast of a patient cannot be nursed after the examination is finished, the following scheme is provided: the artificial intelligence-based breast ultrasonic diagnosis device comprises a diagnostic bed, two vertical plates are fixed to the top of the diagnostic bed through bolts, grooves are formed in the sides, close to each other, of the two vertical plates, the interiors of the two grooves are slidably connected with the same lifting plate, and two spiral grooves are formed in the lifting plate. Diagnostic equipment can be driven by a double-shaft motor to rotate along the track of a spiral groove and move downwards, so that ultrasonic diagnosis is comprehensively carried out on breasts, the phenomena of examination mistakes, omissions and errors are avoided, a connecting column is connected with a second connector after diagnosis is finished, different positions of the breasts can be extruded and massaged through a rotating roller, and the diagnosis efficiency is improved. The breast nursing can be comprehensively carried out.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117017354A&KC=A&FT=D&ND=3&date=20231110&DB=&locale=fr_EP
Espace Net,Multi-round dialogue method and device for assisting traditional Chinese medicine inquiry,HAINAN RONGSHUJIA INFORMATION TECH CO LTD,HAINAN RONGSHUJIA INFORMATION TECH CO LTD,"The invention discloses a multi-round dialogue method and device for assisting traditional Chinese medicine inquiry, belongs to the field of natural language processing and artificial intelligence, and aims to solve the technical problems of how to relieve the situation that dialogue history is difficult to effectively fuse and improve the quality of question and answer representation and the understanding ability of a dialogue system. According to the technical scheme, the method comprises the following steps: S1, obtaining a multi-round dialogue data set: crawling public traditional Chinese medicine inquiry multi-round dialogue data from a network, and automatically constructing the traditional Chinese medicine inquiry multi-round dialogue data set; s2, constructing a multi-round dialogue model: constructing the multi-round dialogue model based on a dialogue memory fusion engine module; and S3, training the multi-round dialogue model: training the multi-round dialogue model constructed in the step S2 on the multi-round dialogue training data set obtained in the step S1.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117033605A&KC=A&FT=D&ND=3&date=20231110&DB=&locale=fr_EP
Espace Net,Traditional Chinese medicine diagnosis data analysis system based on artificial intelligence,UNIV ANHUI CHINESE MEDICINE,UNIV ANHUI CHINESE MEDICINE,"The invention discloses a traditional Chinese medicine diagnosis data analysis system based on artificial intelligence, relates to the technical field of data analysis, and solves the technical problem of misdiagnosis or poor diagnosis effect caused by difficulty in constructing a perfect database in combination with traditional Chinese medicine diagnosis experience in the prior art. The method comprises the following steps: sequentially matching in a diagnosis mapping model based on four diagnosis data to obtain a suspected disease combination; sending the suspected disease combination to a doctor for review through the intelligent terminal, and determining a target disease; large-scale data processing is carried out through the diagnosis mapping model, reliable diagnosis suggestions are provided for doctors, and the analysis efficiency of traditional Chinese medicine diagnosis data is improved while the reliability of traditional Chinese medicine diagnosis is ensured; according to the method, the diagnosis historical data is subjected to reverse classification in combination with a four-diagnosis combined parameter method, so that a diagnosis mapping model is constructed; the historical diagnosis data is classified and extracted based on the four-diagnosis features, matching of the four-diagnosis data of the subsequent patient is facilitated, and the matching efficiency can be improved on the basis of ensuring the matching range.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=117012339A&KC=A&FT=D&ND=3&date=20231107&DB=&locale=fr_EP
Espace Net,Mammary gland ultrasonic diagnosis equipment based on artificial intelligence,QINHUANGDAO INTEGRATED TRADITIONAL CHINESE AND WESTERN MEDICINE HOSPITAL OF HEBEI PORT GROUP CO LTD,QINHUANGDAO INTEGRATED TRADITIONAL CHINESE AND WESTERN MEDICINE HOSPITAL OF HEBEI PORT GROUP CO LTD,"The invention belongs to the technical field of medical apparatus and instruments, particularly relates to breast ultrasonic diagnosis equipment based on artificial intelligence, and aims to solve the problems that mistakes, omissions and errors are easy to occur during existing manual handheld probe examination, an ultrasonic probe is troublesome to mount and dismount, and the ultrasonic probe needs to be disinfected manually after being used. The ultrasonic diagnosis device comprises a diagnosis device body, a supporting plate and a bearing plate are sequentially fixed to one side of the diagnosis device body from top to bottom through bolts, a diagnosis box is arranged on one side of the diagnosis device body, and an arc-shaped ultrasonic probe used for ultrasonic diagnosis is arranged in the diagnosis box. Ultrasonic diagnosis can be automatically carried out on breasts in all directions, mistakes, omissions or deviations occurring in the diagnosis process by manually holding the probe are avoided, the arc-shaped ultrasonic probe is easily replaced by pressing the sliding ring, cleaning and maintenance of the arc-shaped ultrasonic probe are facilitated, and the ultrasonic diagnosis efficiency is improved. The outer buckle plate is clamped at the bottom of the diagnosis box, so that the interior of the diagnosis box can be disinfected and sterilized.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116999091A&KC=A&FT=D&ND=3&date=20231107&DB=&locale=fr_EP
Espace Net,Method and device for processing medicine data and electronic equipment,TENCENT TECH SHENZHEN CO LTD,TENCENT TECH SHENZHEN CO LTD,"The invention relates to the field of artificial intelligence service, in particular to a medicine data processing method and device, electronic equipment and a computer readable storage medium. Various aspects of the disclosure provide an implementation and evaluation scheme for an unbalanced learning algorithm, so as to overcome the problem of low prediction accuracy in drug research and development. Specifically, in order to overcome the limitation of standard data segmentation, various embodiments of the invention perform benchmark testing and evaluation on various unbalanced learning methods under unbalanced data segmentation through balancing accuracy and balancing F1 indexes. Moreover, through unified data management and parameter configuration, and scalable modular and hierarchical design, various embodiments of the present disclosure can better be compatible with new data sets and develop learning algorithms that facilitate unbalanced data sets.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116994674A&KC=A&FT=D&ND=3&date=20231103&DB=&locale=fr_EP
Espace Net,"IMAGE DETECTION METHOD AND APPARATUS, AND COMPUTER DEVICE, STORAGE MEDIUM AND PROGRAM PRODUCT",TENCENT TECH SHENZHEN CO LTD [CN],TENCENT TECH SHENZHEN CO LTD [CN],"An image detection method and apparatus, and a computer device, a storage medium and a program product, which can be applied to the field of artificial intelligence, such as intelligent medicine. The method comprises: acquiring a first image set, wherein the first image set comprises an image of at least one modality, and the image of each modality is a medical image of the corresponding modality; detecting whether the first image set is in an image missing state; if the first image set is in the image missing state, determining missing description information; acquiring a first reference image set, wherein the first reference image set comprises reference images of N modalities; on the basis of the first reference image set, adding to the first image set a missing part, which corresponds to the missing description information, so as to obtain a second image set; and detecting an abnormal image area according to the second image set. By means of the method, images of a plurality of modalities can be subjected to detection, thereby assisting in detecting abnormal areas such as lesions.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=WO&NR=2023207743A1&KC=A1&FT=D&ND=3&date=20231102&DB=&locale=fr_EP
Espace Net,Control method of household intelligent medicine box and intelligent medicine box,TIANJIN VOCATIONAL INST,TIANJIN VOCATIONAL INST,"The invention belongs to the field of artificial intelligence, and discloses a control method of a household intelligent medicine box and the intelligent medicine box. Comprising an intelligent light module, a color display module, an intelligent language module, an intelligent medicine box main control module, a battery system and power supply module, a mobile phone APP module, a computer intelligent medicine box software module, a personal intelligent medicine box cloud software module, an intelligent medical cloud software module and an intelligent medicine box enterprise cloud control module. The system effectively solves the problems that the dosage of taken medicine is not accurate, a voice reminding function is not provided, and the function of reminding the old to take medicine when the medicine taking time is up because the condition of seeing a doctor every time cannot be recorded in detail, and ensures the timeliness and accuracy of medicine taking of the old. According to the invention, the requirements of medical care of the current aged population are met, if a certain product scale is formed, the current level of China in the field of medical treatment of the aged population can be improved, and an effective guarantee means is provided for social medical treatment of the aged population in China.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116966091A&KC=A&FT=D&ND=3&date=20231031&DB=&locale=fr_EP
Espace Net,Artificial intelligence auxiliary bone marrow tumor pathological diagnosis device,CHINA JAPAN FRIENDSHIP HOSPITAL CHINA JAPAN FRIENDSHIP INST OF CLINICAL MEDICINE; BEIJING THOROUGH FUTURE TECH CO LTD,CHINA JAPAN FRIENDSHIP HOSPITAL CHINA JAPAN FRIENDSHIP INST OF CLINICAL MEDICINE; BEIJING THOROUGH FUTURE TECH CO LTD,"The invention discloses an artificial intelligence-assisted bone marrow tumor pathological diagnosis device, which comprises a data screening module for carrying out bone marrow biopsy on a patient, collecting cell slices of the patient, carrying out first labeling, and carrying out quality screening on the cell slices subjected to the first labeling; the pathological classification module is used for establishing a key prognosis influence factor standard to carry out secondary labeling on the cell slices and is used for assisting in completing identification on bone marrow tumor subtypes of the cell slices; and the subtype diagnosis module is used for acquiring pathological images of the cell slices, and realizing subtype judgment on the bone marrow tumor through a deep feature learning-based image searching technology. Through the bone marrow tumor pathological diagnosis device, the accuracy of bone marrow tumor diagnosis is improved, and the efficiency of clinical work is improved.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116978543A&KC=A&FT=D&ND=3&date=20231031&DB=&locale=fr_EP
Espace Net,"Question text answer searching method and device, computer equipment and storage medium",TENCENT TECH SHENZHEN CO LTD,TENCENT TECH SHENZHEN CO LTD,"The invention relates to a question text answer searching method and device, computer equipment, a storage medium and a computer program product. The method relates to the field of natural language processing of artificial intelligence, and comprises the following steps: performing drug entity extraction processing on a question text to obtain a drug entity extraction result, and performing intention recognition processing on the question text to obtain an intention recognition result; performing entity standardization processing on the drug entity extraction result through multi-path recall sorting to obtain an entity standardization result; determining an entity relationship in the question text based on the intention recognition result; and searching answer texts corresponding to the question texts in the standardized medicine knowledge base in an associated manner. The problem text is understood through entity recognition, and the entity relationship is obtained. Knowledge nodes are searched from the standardized medicine knowledge base by means of entity standardization results obtained through entity extraction and entity standardization processing, and answer texts corresponding to the question texts are obtained from the knowledge nodes in combination with entity relationships, so that the accuracy of the answer texts is effectively guaranteed.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116975212A&KC=A&FT=D&ND=3&date=20231031&DB=&locale=fr_EP
Espace Net,Method for enhancing stress resistance of plants by expression of glycometabolism-related gene sequences of sophora tonkinensis germinated seeds,GUIZHOU UNIV OF TRADITIONAL CHINESE MEDICINE,GUIZHOU UNIV OF TRADITIONAL CHINESE MEDICINE,"The invention discloses a method for enhancing plant stress resistance by expression of glucose metabolism related gene sequences of sophora tonkinensis germinated seeds, which comprises the following steps: S1, respectively soaking sophora tonkinensis seeds in 2% sodium hypochlorite solution for 20 minutes in three control groups; s2, putting 50 full disinfected sophora tonkinensis seeds which are uniform in size into a culture dish with the diameter of 15cm; s3, placing the culture dish in an artificial intelligence climate box for culturing at 25 DEG C in darkness; the germination standard is that radicles break through seed coats by more than 1mm, the germination ending standard is that no new germinated seeds exist for continuous 5 days, each treatment is repeated for 6 times, and each treatment corresponds to one culture dish; s4, freezing the germinated sophora tonkinensis seeds with liquid nitrogen, and storing in a refrigerator at-80 DEG C. The soluble sugar is an important permeation protection substance, can maintain the permeation balance of cells, can protect cell membranes and biological macromolecules from being damaged by permeation stress caused by calcium ions, improves the stress resistance of plants, and promotes the growth of the plants.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116941441A&KC=A&FT=D&ND=3&date=20231027&DB=&locale=fr_EP
Espace Net,Method for improving plant resistance by increasing contents of flavone and flavonoid compounds in sophora tonkinensis germinated seeds,GUIZHOU UNIV OF TRADITIONAL CHINESE MEDICINE,GUIZHOU UNIV OF TRADITIONAL CHINESE MEDICINE,"The invention discloses a method for improving plant resistance by increasing the content of flavone and flavonoid compounds in sophora tonkinensis germinated seeds. The method comprises the following specific steps: S1, disinfecting the sophora tonkinensis seeds with 2% sodium hypochlorite; s2, putting 50 full disinfected sophora tonkinensis seeds which are uniform in size into a culture dish with the diameter of 15cm, wherein a substrate is two layers of qualitative filter paper; s3, placing the culture dish in an artificial intelligence climate box for culturing; and S4, freezing the germinated sophora tonkinensis seeds with liquid nitrogen, and storing in a refrigerator at-80 DEG C. It is observed that sophora tonkinensis can grow in the karst region and has a certain relationship with the sophora tonkinensis capable of producing flavone and isoflavone compounds, and certain basic information is provided for analysis of the karst mountain plant adaptation mechanism. And the sophora tonkinensis is popularized and planted in the karst region, so that vegetation recovery and desertification control of the karst mountain land are facilitated, local economic development is also facilitated, and income is increased and exchange is created for farmers.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116941374A&KC=A&FT=D&ND=3&date=20231027&DB=&locale=fr_EP
Espace Net,Primary biliary cirrhosis pathological recognition system based on artificial intelligence,CHINA JAPAN FRIENDSHIP HOSPITAL CHINA JAPAN FRIENDSHIP INST OF CLINICAL MEDICINE; BEIJING THOROUGH FUTURE TECH CO LTD,CHINA JAPAN FRIENDSHIP HOSPITAL CHINA JAPAN FRIENDSHIP INST OF CLINICAL MEDICINE; BEIJING THOROUGH FUTURE TECH CO LTD,"The invention provides a primary biliary cirrhosis pathological recognition system based on artificial intelligence. The database module is used for acquiring liver puncture pathological sections, performing section digitization and constructing a PBC digital section database; the manual labeling module is used for carrying out training set and verification set division on the liver puncture pathological sections in the PBC digital section database according to a preset proportion, and carrying out manual labeling on the liver puncture pathological sections in the verification set; the training verification module is used for performing deep learning on the training set through a convolutional neural network, verifying the trained convolutional neural network through a verification set, and generating a PBC pathology recognition model; and the identification module is used for receiving the liver puncture pathological section of the patient and identifying the pathological information of the primary biliary cirrhosis through a PBC pathological identification model.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116936127A&KC=A&FT=D&ND=3&date=20231024&DB=&locale=fr_EP
Espace Net,Mongolian identification and error correction method and device in Mongolian medicine field,UNIV INNER MONGOLIA MEDICAL; BEIJING UNIV OF SCIENCE AND TECHNOLOGY,UNIV INNER MONGOLIA MEDICAL; BEIJING UNIV OF SCIENCE AND TECHNOLOGY,"The invention relates to the technical field of artificial intelligence, in particular to a Mongolian identification and error correction method and device in the field of Mongolian medicine. The method comprises the steps of obtaining a target Mongolian medicine literature picture; inputting the target Mongolian medicine literature picture into a pre-trained Mongolian text detection model to obtain a Mongolian text detection result corresponding to the target Mongolian medicine literature picture; inputting the Mongolian text detection result into a pre-trained Mongolian text recognition model to obtain an intermediate character recognition result; and inputting the intermediate character recognition result into a pre-trained Mongolian medicine literature error correction model to obtain a final character recognition result corresponding to the target Mongolian medicine literature picture. By adopting the method, the Mongolian identification and extraction precision can be improved, and the inheritance and development of Mongolian medicine are helped to be promoted.",https://worldwide.espacenet.com/publicationDetails/originalDocument?CC=CN&NR=116912859A&KC=A&FT=D&ND=3&date=20231020&DB=&locale=fr_EP
